RespondentID,CollectorID,StartDate,EndDate,IP Address,Email Address,First Name,LastName,Custom Data,"Favourite camp moments? Did a camp member make your burn super amazing?","What do you feel was your contribution to the camp? Could something have helped you to contribute more?<br><br>","Favourite meal?","Why did you choose to camp with Helioz this year?","Will you come back next year?",,,,,"One thing you wish you had known before, or wish you had brought to the burn?","Did you experience or observe any bad behaviour in the camp? (Unauthorised borrowing, mooping, etc. - please give details.) Are there any camp rules that we should add or change for next year?","Did you like the location at 9:15 + B? Where should we ask to be placed next year?","<strong>Helioz pulse! Where should we spend camp effort and resources?</strong><br><br>If something went well, maybe we should invest more time on it: that's not a bad thing! <br><br>In theory we could have spent too much effort on something important but also done a bad job of it: in that case please just mark it on the left, needing more effort scale and we will try to be more effective next year :)<br><br>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"What could make Helioz awesome in 2016? What would you like to contribute? Any other thoughts?"
,,,,,,,,,"Open-Ended Response","Open-Ended Response","Open-Ended Response","Open-Ended Response","YES!! HELIOZ 2016","Yes to Burning Man, but maybe at another camp","Maybe","No","Why?","Open-Ended Response","Open-Ended Response","Open-Ended Response","Dinners - Awesome! More effort and resources really should go here!","Dinners - Deserves more attention","Dinners - Perfect balance!","Dinners - We spent too much on this","Dinners - Way too much camp effort went into this","Brunches - Awesome! More effort and resources really should go here!","Brunches - Deserves more attention","Brunches - Perfect balance!","Brunches - We spent too much on this","Brunches - Way too much camp effort went into this","Kitchen facilities - Awesome! More effort and resources really should go here!","Kitchen facilities - Deserves more attention","Kitchen facilities - Perfect balance!","Kitchen facilities - We spent too much on this","Kitchen facilities - Way too much camp effort went into this","Inverted disco dome! - Awesome! More effort and resources really should go here!","Inverted disco dome! - Deserves more attention","Inverted disco dome! - Perfect balance!","Inverted disco dome! - We spent too much on this","Inverted disco dome! - Way too much camp effort went into this","Glowing bocce ball! - Awesome! More effort and resources really should go here!","Glowing bocce ball! - Deserves more attention","Glowing bocce ball! - Perfect balance!","Glowing bocce ball! - We spent too much on this","Glowing bocce ball! - Way too much camp effort went into this","Arena! - Awesome! More effort and resources really should go here!","Arena! - Deserves more attention","Arena! - Perfect balance!","Arena! - We spent too much on this","Arena! - Way too much camp effort went into this","TARB the drinks robot! - Awesome! More effort and resources really should go here!","TARB the drinks robot! - Deserves more attention","TARB the drinks robot! - Perfect balance!","TARB the drinks robot! - We spent too much on this","TARB the drinks robot! - Way too much camp effort went into this","Sound system - Awesome! More effort and resources really should go here!","Sound system - Deserves more attention","Sound system - Perfect balance!","Sound system - We spent too much on this","Sound system - Way too much camp effort went into this","Tools for setup and teardown - Awesome! More effort and resources really should go here!","Tools for setup and teardown - Deserves more attention","Tools for setup and teardown - Perfect balance!","Tools for setup and teardown - We spent too much on this","Tools for setup and teardown - Way too much camp effort went into this","Shade structures - Awesome! More effort and resources really should go here!","Shade structures - Deserves more attention","Shade structures - Perfect balance!","Shade structures - We spent too much on this","Shade structures - Way too much camp effort went into this","Shower - Awesome! More effort and resources really should go here!","Shower - Deserves more attention","Shower - Perfect balance!","Shower - We spent too much on this","Shower - Way too much camp effort went into this","Furniture - Awesome! More effort and resources really should go here!","Furniture - Deserves more attention","Furniture - Perfect balance!","Furniture - We spent too much on this","Furniture - Way too much camp effort went into this","Signage - Awesome! More effort and resources really should go here!","Signage - Deserves more attention","Signage - Perfect balance!","Signage - We spent too much on this","Signage - Way too much camp effort went into this","Camp decoration - Awesome! More effort and resources really should go here!","Camp decoration - Deserves more attention","Camp decoration - Perfect balance!","Camp decoration - We spent too much on this","Camp decoration - Way too much camp effort went into this","Pre-burn expectations setting and support - Awesome! More effort and resources really should go here!","Pre-burn expectations setting and support - Deserves more attention","Pre-burn expectations setting and support - Perfect balance!","Pre-burn expectations setting and support - We spent too much on this","Pre-burn expectations setting and support - Way too much camp effort went into this","Communal camp fun group activities - Awesome! More effort and resources really should go here!","Communal camp fun group activities - Deserves more attention","Communal camp fun group activities - Perfect balance!","Communal camp fun group activities - We spent too much on this","Communal camp fun group activities - Way too much camp effort went into this","Introduction to the camp setup and facilities - Awesome! More effort and resources really should go here!","Introduction to the camp setup and facilities - Deserves more attention","Introduction to the camp setup and facilities - Perfect balance!","Introduction to the camp setup and facilities - We spent too much on this","Introduction to the camp setup and facilities - Way too much camp effort went into this","Support for virgins (first time burners) - Awesome! More effort and resources really should go here!","Support for virgins (first time burners) - Deserves more attention","Support for virgins (first time burners) - Perfect balance!","Support for virgins (first time burners) - We spent too much on this","Support for virgins (first time burners) - Way too much camp effort went into this","Campmate recruitment and screening - Awesome! More effort and resources really should go here!","Campmate recruitment and screening - Deserves more attention","Campmate recruitment and screening - Perfect balance!","Campmate recruitment and screening - We spent too much on this","Campmate recruitment and screening - Way too much camp effort went into this","Holding people to account for antisocial behaviour in the camp - Awesome! More effort and resources really should go here!","Holding people to account for antisocial behaviour in the camp - Deserves more attention","Holding people to account for antisocial behaviour in the camp - Perfect balance!","Holding people to account for antisocial behaviour in the camp - We spent too much on this","Holding people to account for antisocial behaviour in the camp - Way too much camp effort went into this","Interactive activities for other burners (not at Helioz!) - Awesome! More effort and resources really should go here!","Interactive activities for other burners (not at Helioz!) - Deserves more attention","Interactive activities for other burners (not at Helioz!) - Perfect balance!","Interactive activities for other burners (not at Helioz!) - We spent too much on this","Interactive activities for other burners (not at Helioz!) - Way too much camp effort went into this","Diversity of campmates (different backgrounds, etc.) - Awesome! More effort and resources really should go here!","Diversity of campmates (different backgrounds, etc.) - Deserves more attention","Diversity of campmates (different backgrounds, etc.) - Perfect balance!","Diversity of campmates (different backgrounds, etc.) - We spent too much on this","Diversity of campmates (different backgrounds, etc.) - Way too much camp effort went into this","Open-Ended Response"
,,,,,,,,,"Suscipit ipsam perspiciatis ipsa.","Explicabo rerum fuga et voluptatem repudiandae est. Magnam qui sit.","Earum qui ea sed accusamus rerum aliquid consequatur.","Sapiente qui quas id harum et accusantium eos. Vel neque commodi tempore magnam eius.",,"Yes to Burning Man, but maybe at another camp",,,"Cupiditate aperiam qui cum tempora distinctio quibusdam et. Repellat ea voluptatem.","Sed maxime et veritatis. Minima sed enim aut.","Cum deserunt quia consequatur consectetur accusantium doloremque rerum. Quae itaque repellendus est.","Non perferendis explicabo a aut id earum. Aut error et sunt quod nihil.",,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,"Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,"Deserves more attention",,,,,,"Perfect balance!",,,,"Deserves more attention",,,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,,"We spent too much on this",,,,"Perfect balance!",,,,,"Perfect balance!",,,,"Deserves more attention",,,,"Necessitatibus sit dolor fuga et corrupti hic. Perferendis voluptate dolorum aut voluptatem nisi dicta."
,,,,,,,,,"Qui earum voluptatem rerum aut voluptatum quam et. Consectetur fugit omnis.","Earum ut laboriosam odio a saepe consequatur.","Odio non et.","Et porro facere a est dignissimos.",,,,"No","Consequatur modi nisi repudiandae architecto.","Nesciunt neque error ut sed magnam. Quam earum eius sed inventore cumque.","Id quia sit odio temporibus.","Incidunt sapiente est et est. Ullam accusamus aspernatur.",,,"Perfect balance!",,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,"Deserves more attention",,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,"Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,"Deserves more attention",,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,"We spent too much on this",,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this",,"Deserves more attention",,,,"Nesciunt sunt ut."
,,,,,,,,,"Doloribus in rerum aliquam quos sit id et. Nobis cupiditate molestiae sed porro. At numquam fugit aperiam mollitia velit nihil alias.","Expedita aliquid qui voluptatem minus et id dolor. Sit debitis sed vel. Sit veniam quasi sit odit.","Aut et accusamus reprehenderit architecto incidunt.","Nesciunt tempore quam enim ut et qui quis.","YES!! HELIOZ 2016",,,,"Eaque quis iure aut dolores. Aliquam officia at omnis dolorum aut nihil.","Quas doloremque necessitatibus.","Non dolor cumque qui vero doloremque voluptas excepturi.","Et quae ratione qui velit. Nam veritatis facere vel quis.","Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,"Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this",,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,"Deserves more attention",,,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,"Deserves more attention",,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,"Deleniti itaque ipsam excepturi. Tempora facilis aut at officia laboriosam."
,,,,,,,,,"Vel ut ipsa quia.","Et ea et temporibus modi asperiores quo et. Dolores deserunt placeat fuga quae omnis totam alias. Quis ducimus dicta aspernatur.","Fuga perspiciatis natus.","Dicta saepe sed quae eum ipsam.","YES!! HELIOZ 2016",,,,"Enim nihil debitis adipisci voluptas. Aut et consequatur porro.","Eaque rerum unde modi corrupti maiores.","Minus est iure a. Et labore perspiciatis. Consequatur eos consequatur a eveniet voluptas.","Earum autem ratione eos pariatur voluptates sapiente sed.",,,"Perfect balance!",,,,"Deserves more attention",,,,,"Deserves more attention",,,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this",,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,"Totam quia architecto sapiente soluta fugit repudiandae. Odio repudiandae culpa commodi natus aliquid. Veniam perferendis perspiciatis aut dolorem tenetur atque."
,,,,,,,,,"Laboriosam qui ipsa dolorem animi quia. Est ullam accusantium.","Quia ut odio eaque similique ipsa suscipit. Fugit voluptas eligendi autem est.","Adipisci reiciendis repellat aliquam.","Nulla cupiditate excepturi sint voluptatibus voluptas.",,,,"No","Quos unde quo voluptatum consequatur nihil nulla ipsa. Qui dolor minus qui quos.","Qui recusandae suscipit ea officia sed cupiditate unde. Sed distinctio hic eos delectus inventore vero.","In recusandae repellendus voluptas. Quos asperiores qui voluptates rerum atque molestiae ad.","In dolorum praesentium temporibus nihil voluptatem mollitia nesciunt. Eaque repellendus voluptatem corrupti asperiores architecto perferendis excepturi.","Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,"Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,,"Deserves more attention",,,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,"Deserves more attention",,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this",,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,"Deserves more attention",,,,"Numquam sit cupiditate incidunt. Reiciendis ea architecto cupiditate."
,,,,,,,,,"Vero harum saepe consequatur minus quam suscipit. Qui in eaque et ipsam dolores aspernatur exercitationem. Dolorem perferendis eveniet.","Officia reprehenderit voluptate consequatur quia. Sed laborum repellat aut voluptatem perferendis. Consequatur ut enim et tempora non velit.","Rerum officia optio esse animi vitae id totam.","Voluptates earum aut. Provident officiis consequatur ut.",,"Yes to Burning Man, but maybe at another camp",,,"Excepturi iste ut. Ut asperiores exercitationem voluptas dicta labore.","Tenetur aliquam omnis similique accusantium itaque consequatur voluptatem.","Consequatur soluta dicta pariatur laudantium aperiam.","Vero omnis culpa dignissimos quis in sunt voluptate. Non aut voluptatem voluptas est velit.",,"Deserves more attention",,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,"Perfect balance!",,,,"Deserves more attention",,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,,"We spent too much on this",,,,"Perfect balance!",,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this",,"Deserves more attention",,,,,,,"We spent too much on this",,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,"Quia id qui. Corrupti omnis rerum sit. Nesciunt omnis distinctio provident modi."
,,,,,,,,,"Necessitatibus officia in illo ab enim. Minus aut ex non hic ab et.","Esse doloremque non rerum voluptatum deserunt. Id recusandae quaerat sit dignissimos totam. Quibusdam quos quam quo at tempore iure consectetur.","Nam labore laborum omnis quas cum et et.","Rerum rerum impedit. Nihil id fugit vel nihil dolores sunt.",,,"Maybe",,"Sint mollitia voluptatem amet itaque sit accusamus. Et distinctio et quos consequatur illum nam.","Mollitia explicabo commodi atque. Eum fuga in non.","Ab sunt rerum.","Enim hic provident laudantium et. Veniam quae sit consequuntur.","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,,"Deserves more attention",,,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,"Perfect balance!",,,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this",,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,,,,"Way too much camp effort went into this",,,,,"Way too much camp effort went into this","Soluta ducimus quidem quaerat temporibus delectus aperiam nostrum."
,,,,,,,,,"Quibusdam qui commodi fugiat temporibus expedita.","Nisi aperiam mollitia vel a.","Facere veritatis molestiae aliquam iure quo.","Repudiandae reiciendis voluptatem. Sint tenetur eaque ea ullam maxime vel.",,"Yes to Burning Man, but maybe at another camp",,,"Expedita quo et praesentium.","Delectus architecto aut. Debitis ullam suscipit ducimus pariatur qui.","Reiciendis modi et numquam accusantium.","Vero ab alias pariatur unde. Ipsum et in unde nihil voluptate.","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,,,"Perfect balance!",,,,"Deserves more attention",,,,,,"Perfect balance!",,,,,,"We spent too much on this",,,,,"We spent too much on this",,,"Deserves more attention",,,,,,"Perfect balance!",,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this",,"Deserves more attention",,,,"Id omnis aut."
,,,,,,,,,"Esse consequatur velit amet incidunt adipisci temporibus.","Itaque possimus voluptatem nostrum. Cumque ipsum ut veritatis praesentium voluptate adipisci.","Ratione velit numquam modi et cumque ut.","Nisi doloremque placeat eaque commodi ipsa. Iusto nobis ipsa fuga autem expedita aut.",,,,"No","Odio quo praesentium sequi.","Voluptates quae voluptas id nihil maxime quis consequatur.","Quos exercitationem tempore harum qui voluptatibus sunt porro. Optio libero expedita assumenda modi dolor voluptas ipsam. Voluptatem aut blanditiis quasi sit aut deleniti.","Culpa eum rerum possimus ipsa esse.","Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this","Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,"Perfect balance!",,,,,"Perfect balance!",,,,"Deserves more attention",,,,,,"Perfect balance!",,,,,,"We spent too much on this",,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,,"Perfect balance!",,,,"Deserves more attention",,,,,"Deserves more attention",,,,,,,"We spent too much on this",,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,"Sed voluptate repellendus. Dolores incidunt ex voluptatibus aut quidem. Eligendi maiores delectus."
,,,,,,,,,"Minima aut quia libero nostrum delectus facilis dicta. Veniam nulla et quia quo. Totam quam quis mollitia consectetur qui et.","Est soluta eum tempora a sed doloremque nesciunt. Amet quam non. Et numquam in consequuntur temporibus qui velit delectus.","Suscipit eaque reprehenderit.","Quod enim qui.",,,"Maybe",,"Non fugit numquam asperiores. Et itaque debitis labore.","Facere officiis dolorem neque quia quidem error. Hic omnis incidunt.","Voluptates inventore nihil. Ut repudiandae et reiciendis.","Quia rerum distinctio deleniti qui vero.","Awesome! More effort and resources really should go here!",,,,,"Awesome! More effort and resources really should go here!",,,,,"Awesome! More effort and resources really should go here!",,,,,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,"Deserves more attention",,,,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,,,"Perfect balance!",,,"Awesome! More effort and resources really should go here!",,,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,"Perfect balance!",,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,"We spent too much on this",,,"Deserves more attention",,,,,,,,"Way too much camp effort went into this",,,,"We spent too much on this",,,"Deserves more attention",,,,"Awesome! More effort and resources really should go here!",,,,,"Ex odio voluptate qui. Molestias et est quo."
